Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2020,9,02/29/2020,78,70,,17,,0,,,,,0,12,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,10,03/07/2020,77,67,0,20,0,,,,,,0,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,03/14/2020,86,75,,19,,0,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,03/21/2020,63,51,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,03/28/2020,76,67,,15,,,,,,0,0,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,04/04/2020,90,77,,20,,,,,,0,0,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,04/11/2020,68,61,,14,,,,,,,,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,04/18/2020,60,54,0,16,,,0,,0,,0,10,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,04/25/2020,34,32,,,0,,,,0,,0,,0,0,0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
Alaska,2020,18,05/02/2020,35,34,,10,,,0,,,0,0,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,19,05/09/2020,,,0,,0,0,0,0,0,0,0,,0,0,0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
Arizona,2019,1,01/05/2019,1351,1224,12,260,44,61,34,86,23,27,20,314,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,01/12/2019,1350,1211,10,263,49,52,28,101,25,17,22,310,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,01/19/2019,1270,1147,10,256,46,78,27,84,24,15,28,256,70,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,01/26/2019,1253,1116,,265,36,67,33,80,19,14,18,262,53,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,02/02/2019,1217,1091,,258,57,47,25,93,17,15,15,239,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,02/09/2019,1204,1091,10,244,36,68,27,87,20,13,15,243,55,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,02/16/2019,1188,1079,,234,48,62,26,81,17,14,21,246,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,02/23/2019,1313,1165,,274,52,66,33,86,17,19,23,256,60,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,03/02/2019,1250,1122,,238,54,44,25,99,19,14,16,277,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,03/09/2019,1252,1119,,254,43,50,35,75,27,24,17,274,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,03/16/2019,1279,1155,,280,39,65,30,80,22,21,15,288,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,03/23/2019,1192,1057,,229,39,63,27,81,16,15,16,233,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,03/30/2019,1240,1115,,236,46,71,37,80,16,,19,265,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,04/06/2019,1254,1117,,252,47,66,32,94,15,17,19,238,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,04/13/2019,1325,1178,,286,51,61,21,86,16,12,14,278,82,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,04/20/2019,1167,1049,,231,45,52,19,87,25,14,15,273,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,04/27/2019,1175,1054,,241,45,70,18,77,23,15,19,255,56,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,05/04/2019,1160,1027,,237,61,53,16,62,16,21,24,246,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,05/11/2019,1191,1057,12,244,57,53,17,81,17,10,26,263,42,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,05/18/2019,1139,1003,,231,39,71,,70,15,17,22,239,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,05/25/2019,1122,1006,,242,48,53,11,70,22,11,22,220,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,06/01/2019,1168,1041,,251,39,59,18,76,22,15,12,235,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,06/08/2019,1074,941,,217,37,53,16,66,13,13,12,215,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,06/15/2019,1149,1023,,254,40,58,10,53,14,17,21,239,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,06/22/2019,1060,940,,199,32,52,22,68,11,19,15,239,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,06/29/2019,1122,975,11,249,30,53,11,66,16,,30,213,54,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,07/06/2019,1120,946,,248,39,46,11,62,15,10,20,214,39,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,07/13/2019,1165,993,10,239,39,59,11,58,17,27,18,240,51,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,07/20/2019,1144,974,,223,46,49,,61,,11,17,255,52,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,07/27/2019,1068,923,,201,51,57,10,47,19,14,23,238,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,08/03/2019,1085,941,,226,36,51,14,65,18,,21,216,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,08/10/2019,1085,937,,232,34,61,,59,18,11,23,231,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,08/17/2019,1071,946,,248,34,41,13,64,17,16,24,232,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,08/24/2019,1063,934,,243,34,52,,66,15,18,16,203,47,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,35,08/31/2019,1151,1019,,256,43,63,11,52,20,14,23,246,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,09/07/2019,1176,1018,,234,43,67,10,73,14,,24,258,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,09/14/2019,1038,912,,234,36,49,12,60,19,15,15,200,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,09/21/2019,1079,958,,236,39,57,11,51,17,13,18,224,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,09/28/2019,1159,1043,,236,45,54,11,67,23,16,31,246,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,10/05/2019,1102,968,,247,36,62,12,57,15,17,26,189,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,10/12/2019,1117,992,,257,46,67,13,47,13,13,16,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,10/19/2019,1139,1014,,245,35,72,20,67,21,17,18,221,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,10/26/2019,1013,907,,194,25,55,14,56,11,12,12,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,11/02/2019,1121,1005,,251,38,73,12,49,20,12,13,216,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,11/09/2019,1253,1116,10,271,36,75,15,65,14,17,27,267,58,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,11/16/2019,1197,1062,10,242,32,56,22,58,15,19,22,239,60,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,11/23/2019,1220,1077,,243,41,55,17,75,13,16,21,266,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,11/30/2019,1119,1003,12,203,44,50,15,72,19,15,20,236,57,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,12/07/2019,1222,1103,11,263,52,59,20,69,19,15,24,259,48,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,12/14/2019,1193,1071,,240,33,60,26,71,10,18,18,253,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,12/21/2019,1165,1043,,241,37,64,24,62,13,12,22,260,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,12/28/2019,1219,1113,,263,46,60,20,78,16,12,20,258,59,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,01/04/2020,1296,1179,,247,46,66,30,90,17,11,22,313,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,01/11/2020,1386,1248,,276,57,67,26,86,20,19,33,293,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,01/18/2020,1310,1175,,264,46,65,31,74,30,20,21,274,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,01/25/2020,1272,1162,10,241,54,58,36,76,24,20,36,280,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,02/01/2020,1262,1138,,265,48,55,34,75,18,17,30,287,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,02/08/2020,1258,1147,,239,48,65,31,78,16,12,49,275,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,02/15/2020,1308,1197,,245,53,66,32,88,18,10,44,288,70,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,02/22/2020,1334,1197,,262,36,59,30,79,16,17,53,278,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,02/29/2020,1345,1222,,255,53,64,33,83,26,14,73,263,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,03/07/2020,1376,1262,12,255,42,67,29,78,29,16,81,295,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,03/14/2020,1339,1245,,249,45,63,32,100,26,15,109,280,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,03/21/2020,1275,1186,,257,40,63,36,79,29,13,90,241,64,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,03/28/2020,1311,1237,,264,50,66,38,78,18,19,85,255,61,25,23,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,04/04/2020,1335,1249,,258,37,66,25,76,26,14,82,239,55,54,50,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,04/11/2020,1372,1278,10,241,51,56,30,81,27,17,85,238,68,80,76,,,,,,,,,,,,,,,
Arizona,2020,16,04/18/2020,1270,1197,11,247,36,68,23,69,12,19,79,232,45,86,76,,,,,,,,,,,,,,,
Arizona,2020,17,04/25/2020,1296,1236,,250,33,74,17,61,21,13,82,258,60,89,83,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,05/02/2020,1073,1020,,184,35,52,17,51,,13,87,243,61,52,47,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arizona,2020,19,05/09/2020,495,481,,85,12,25,,34,,,62,103,27,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,20,05/16/2020,,,0,,,,,,0,0,,,0,0,0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
Arkansas,2019,1,01/05/2019,692,631,14,115,24,29,18,46,13,10,,193,27,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,2,01/12/2019,602,571,,111,24,34,16,55,,11,0,171,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,3,01/19/2019,662,609,,123,21,32,14,58,15,15,,157,37,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,4,01/26/2019,650,604,10,111,31,25,18,50,,12,,173,28,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,5,02/02/2019,671,624,,128,19,29,12,45,,20,,200,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,6,02/09/2019,665,622,13,129,21,29,17,57,,,,174,27,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,7,02/16/2019,695,661,,134,29,29,19,63,,,,194,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,8,02/23/2019,723,676,11,146,27,26,23,60,13,16,,201,21,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,9,03/02/2019,643,605,,128,26,34,20,52,,14,,158,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,10,03/09/2019,686,633,,128,31,31,22,50,,12,,191,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,11,03/16/2019,703,657,10,132,27,38,29,64,12,15,,179,30,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,12,03/23/2019,671,619,,132,28,31,24,48,,15,,179,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,13,03/30/2019,660,620,10,111,24,29,,55,16,13,,181,32,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,14,04/06/2019,645,597,,116,24,34,,44,,13,0,185,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arkansas,2019,15,04/13/2019,645,608,10,115,26,32,,48,12,,,192,19,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,16,04/20/2019,616,563,10,113,26,27,12,39,10,12,,164,23,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,17,04/27/2019,586,548,,115,19,27,17,34,10,,,177,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,18,05/04/2019,588,546,10,135,27,14,11,46,,13,,161,21,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,19,05/11/2019,567,522,,124,16,20,,39,,11,,161,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,20,05/18/2019,607,564,,123,18,31,,39,13,12,,158,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,21,05/25/2019,630,594,,130,19,25,12,42,,,,174,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,22,06/01/2019,565,514,,105,23,23,,43,10,12,,156,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,23,06/08/2019,573,522,,111,22,24,,40,13,13,,150,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,24,06/15/2019,635,587,10,136,25,40,,42,15,,,158,24,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,25,06/22/2019,554,505,,105,26,22,,36,,10,,156,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,26,06/29/2019,564,524,,117,21,27,,37,10,11,,152,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,27,07/06/2019,582,529,11,131,15,24,,39,,11,,159,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,28,07/13/2019,580,534,,108,22,26,,53,,16,,151,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,29,07/20/2019,580,528,13,117,26,26,10,41,,14,,145,26,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,30,07/27/2019,539,494,11,95,20,24,12,51,,,,138,21,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,31,08/03/2019,557,524,13,116,17,31,10,35,,,,158,26,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,32,08/10/2019,592,551,10,111,17,22,,44,10,,,160,25,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,33,08/17/2019,574,525,,126,22,26,,38,,10,,145,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,34,08/24/2019,587,545,,136,22,15,,58,,11,,141,32,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,35,08/31/2019,557,507,10,131,13,27,,30,,,,143,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,36,09/07/2019,528,477,,94,19,21,,31,,,,152,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,37,09/14/2019,638,590,11,151,12,32,10,39,,10,,171,30,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,38,09/21/2019,601,554,11,117,23,36,10,38,,17,,137,29,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,39,09/28/2019,598,539,,119,24,24,,45,,12,,138,31,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,40,10/05/2019,564,516,11,116,19,25,,24,,19,,159,28,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,41,10/12/2019,589,554,10,130,20,32,,44,,11,,152,37,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,42,10/19/2019,610,567,,132,27,26,,45,,10,,157,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,43,10/26/2019,618,574,11,130,20,37,15,38,12,15,,142,33,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,44,11/02/2019,595,560,,126,21,23,11,47,,14,,165,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,45,11/09/2019,632,590,12,120,21,37,10,34,,18,,166,25,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,46,11/16/2019,670,622,17,148,21,38,14,37,11,23,,167,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,47,11/23/2019,643,588,,119,19,37,14,39,,14,,158,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,48,11/30/2019,663,616,,132,36,33,13,43,,13,,148,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,49,12/07/2019,616,569,,100,21,32,13,47,12,12,,156,33,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,50,12/14/2019,659,609,11,129,24,37,,48,,12,,182,33,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,51,12/21/2019,612,565,,116,15,22,10,56,,10,,151,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,52,12/28/2019,706,653,11,118,24,36,11,60,12,,,191,28,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,1,01/04/2020,672,630,17,113,25,38,18,62,,,,174,34,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,2,01/11/2020,685,630,10,143,26,37,21,63,,13,,166,33,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,3,01/18/2020,656,611,11,123,24,33,20,44,10,15,,166,23,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,4,01/25/2020,617,580,,132,18,28,17,56,13,,,159,24,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,5,02/01/2020,677,609,11,124,19,43,20,54,10,19,,147,24,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2020,6,02/08/2020,667,636,,133,16,48,19,59,,15,14,169,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2020,7,02/15/2020,686,641,,121,26,33,19,55,12,11,15,175,28,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arkansas,2020,8,02/22/2020,690,653,17,132,27,54,19,49,10,15,12,165,33,0,0,,,,,,,,,,,,,,,
Arkansas,2020,9,02/29/2020,652,617,15,138,33,29,,44,12,22,,165,32,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2020,10,03/07/2020,693,633,12,133,19,45,24,63,10,14,10,142,25,0,0,,,,,,,,,,,,,,,
Arkansas,2020,11,03/14/2020,621,571,13,116,24,28,13,45,,13,,149,41,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,12,03/21/2020,629,591,,118,18,29,23,50,13,14,14,143,30,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arkansas,2020,13,03/28/2020,625,581,,120,20,31,19,43,,19,13,151,22,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arkansas,2020,14,04/04/2020,599,563,,115,24,28,15,51,,13,12,143,20,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arkansas,2020,15,04/11/2020,610,576,,112,21,31,16,52,,18,14,140,26,12,10,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2020,16,04/18/2020,615,564,,113,11,39,10,37,,15,20,154,25,10,10,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2020,17,04/25/2020,557,520,,112,15,33,14,40,,11,12,115,31,12,10,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2020,18,05/02/2020,465,436,,84,19,26,,39,,15,14,99,32,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
